id,subject,body,label
287,Pedido de alteração cadastral,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
288,Agradecimento,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
289,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
290,Convite para confraternização,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
291,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
292,Mensagem de boas-vindas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
293,Solicitação de suporte,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
294,Agradecimento,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
295,Atualização de contrato,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
296,Agradecimento,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
297,Pedido de alteração cadastral,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
298,Parabéns pelo trabalho,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
299,Confirmação de entrega de projeto,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
300,Convite para confraternização,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
301,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
302,Agradecimento,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
303,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
304,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
305,Dúvida sobre o sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
306,Desejo de sucesso,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
307,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
308,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
309,Solicitação de suporte,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
310,Felicitações,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
311,Atualização de contrato,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
312,Mensagem motivacional,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
313,Confirmação de entrega de projeto,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
314,Parabéns pelo trabalho,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
315,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
316,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
317,Solicitação de relatório,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
318,Reconhecimento de esforço,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
319,Confirmação de entrega de projeto,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
320,Boas festas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
321,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
322,Desejo de sucesso,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
323,Dúvida sobre o sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
324,Felicitações,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
325,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
326,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
327,Ticket pendente,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
328,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
329,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
330,Mensagem de boas-vindas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
331,Dúvida sobre o sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
332,Felicitações,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
333,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
334,Reconhecimento de esforço,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
335,Solicitação de relatório,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
336,Boas festas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
337,Solicitação de relatório,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
338,Agradecimento,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
339,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
340,Boas festas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
341,Problema de acesso,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
342,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
343,Atualização de contrato,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
344,Desejo de sucesso,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
345,Ticket pendente,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
346,Reconhecimento de esforço,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
347,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
348,Boas festas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
349,Solicitação de relatório,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
350,Mensagem motivacional,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
351,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
352,Parabéns pelo trabalho,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
353,Pedido de alteração cadastral,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
354,Parabéns pelo trabalho,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
355,Solicitação de suporte,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
356,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
357,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
358,Mensagem motivacional,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
359,Problema de acesso,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
360,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
361,Ticket pendente,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
362,Elogio ao time,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
363,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
364,Parabéns pelo trabalho,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
365,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
366,Convite para confraternização,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
367,Solicitação de relatório,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
368,Boas festas,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
369,Atualização de contrato,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
370,Mensagem motivacional,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
371,Solicitação de relatório,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
372,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
373,Dúvida sobre o sistema,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
374,Convite para confraternização,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
375,Dúvida sobre o sistema,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
376,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
377,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
378,Elogio ao time,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
379,Problema de acesso,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
380,Mensagem motivacional,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
381,Ticket pendente,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
382,Elogio ao time,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
383,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
384,Boas festas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
385,Pedido de alteração cadastral,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
386,Felicitações,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
387,Problema de acesso,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
388,Boas festas,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
389,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
390,Elogio ao time,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
391,Dúvida sobre o sistema,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
392,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
393,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
394,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
395,Problema de acesso,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
396,Elogio ao time,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
397,Agendamento de reunião técnica,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
398,Felicitações,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
399,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
400,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
401,Confirmação de entrega de projeto,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
